Actual CPI,Forecast CPI
107.2,80.52388469171116
106.5,80.52388469171115
106.6,80.52388469171117
57.6,80.52388469171116
61.2,80.52388469171115
60.8,80.52388469171115
62.0,80.52388469171112
61.6,80.52388469171112
62.4,80.52388469171109
64.5,80.52388469171107
66.0,80.52388469171106
66.3,80.52388469171103
67.5,80.52388469171103
67.9,80.52388469171103
72.8,80.52388469171106
77.9,80.52388469171109
79.6,80.52388469171115
79.9,80.52388469171115
80.1,80.52388469171115
81.3,80.52388469171115
79.0,80.52388469171113
82.8,80.52388469171113
82.9,80.52388469171113
82.9,80.52388469171113
82.9,80.5238846917111
82.2,80.5238846917111
82.1,80.5238846917111
84.6,80.52388469171113
82.1,80.52388469171115
82.8,80.52388469171115
81.2,80.52388469171115
82.9,80.52388469171115
80.1,80.52388469171112
82.5,80.52388469171113
84.0,80.52388469171115
80.5,80.52388469171112
83.5,80.52388469171109
81.9,80.5238846917111
83.1,80.5238846917111
85.8,80.52388469171112
85.6,80.52388469171112
85.0,80.52388469171112
86.1,80.52388469171112
85.8,80.52388469171112
85.7,80.52388469171112
86.6,80.52388469171112
86.2,80.52388469171112
85.2,80.5238846917111
86.5,80.52388469171107
84.3,80.52388469171107
86.5,80.52388469171109
84.7,80.52388469171112
85.7,80.52388469171113
86.2,80.52388469171115
87.1,80.52388469171115
85.8,80.52388469171115
86.7,80.52388469171115
87.4,80.52388469171112
87.2,80.52388469171109
86.7,80.52388469171109
86.2,80.5238846917111
86.3,80.5238846917111
86.3,80.5238846917111
87.3,80.52388469171112
86.6,80.52388469171109
87.2,80.52388469171109
87.8,80.52388469171109
88.4,80.52388469171109
87.0,80.52388469171109
87.0,80.52388469171112
87.3,80.52388469171113
85.8,80.52388469171113
87.3,80.52388469171113
87.3,80.52388469171115
86.8,80.52388469171116
86.8,80.52388469171117
87.0,80.52388469171116
85.5,80.52388469171112
86.5,80.52388469171113
85.4,80.5238846917111
86.6,80.5238846917111
86.2,80.52388469171112
87.7,80.52388469171112
87.3,80.52388469171113
88.2,80.52388469171113
88.0,80.52388469171112
87.1,80.52388469171112
90.7,80.52388469171109
92.3,80.52388469171109
92.6,80.52388469171106
93.2,80.52388469171103
93.7,80.52388469171105
94.1,80.52388469171107
94.0,80.52388469171109
96.0,80.52388469171113
97.3,80.52388469171115
97.6,80.52388469171115
97.8,80.52388469171115
97.4,80.52388469171113
97.7,80.5238846917111
98.3,80.52388469171112
98.7,80.52388469171113
100.6,80.52388469171113
97.9,80.52388469171113
100.1,80.52388469171113
100.9,80.52388469171113
101.1,80.52388469171112
102.7,80.52388469171112
101.6,80.52388469171112
101.7,80.52388469171115
101.8,80.52388469171112
102.4,80.5238846917111
100.7,80.52388469171106
102.0,80.52388469171106
102.1,80.52388469171106
101.6,80.52388469171107
100.0,80.5238846917111
99.5,80.52388469171113
100.2,80.52388469171115
99.2,80.52388469171115
99.6,80.52388469171116
101.3,80.52388469171115
101.1,80.52388469171115
102.6,80.52388469171116
102.8,80.52388469171116
103.2,80.52388469171115
102.6,80.52388469171115
103.2,80.52388469171113
103.0,80.52388469171113
73.3,80.52388469171112
74.5,80.52388469171113
72.5,80.52388469171112
73.6,80.52388469171112
74.4,80.52388469171112
75.3,80.52388469171112
78.0,80.52388469171112
77.7,80.52388469171113
76.8,80.52388469171112
78.5,80.52388469171109
78.4,80.52388469171109
85.2,80.52388469171106
88.7,80.52388469171109
88.0,80.52388469171109
87.9,80.52388469171112
89.6,80.52388469171112
89.9,80.52388469171112
89.1,80.52388469171112
90.5,80.52388469171112
92.0,80.5238846917111
92.6,80.52388469171112
87.3,80.52388469171116
90.1,80.52388469171117
89.5,80.52388469171119
89.0,80.52388469171119
87.8,80.5238846917112
87.7,80.52388469171117
87.6,80.52388469171115
86.1,80.5238846917111
86.3,80.52388469171112
86.4,80.52388469171112
84.5,80.52388469171115
84.7,80.52388469171115
86.4,80.52388469171115
84.6,80.52388469171119
87.4,80.52388469171122
87.2,80.5238846917112
85.8,80.52388469171117
87.3,80.52388469171117
88.1,80.52388469171117
87.0,80.52388469171117
86.9,80.52388469171115
87.4,80.52388469171115
86.8,80.52388469171115
86.4,80.52388469171115
88.3,80.52388469171115
89.4,80.52388469171113
88.2,80.5238846917111
88.9,80.52388469171112
87.7,80.5238846917111
88.5,80.52388469171112
88.7,80.52388469171113
88.2,80.52388469171117
90.5,80.5238846917112
89.6,80.5238846917112
92.1,80.52388469171119
91.7,80.52388469171117
87.4,80.52388469171115
86.3,80.52388469171113
88.9,80.5238846917111
87.4,80.5238846917111
86.5,80.52388469171115
84.7,80.52388469171115
85.4,80.52388469171116
82.0,80.52388469171117
83.1,80.5238846917112
81.5,80.52388469171123
82.4,80.52388469171125
83.8,80.5238846917112
83.0,80.52388469171117
83.3,80.52388469171117
84.2,80.52388469171116
84.7,80.52388469171115
88.0,80.52388469171115
87.9,80.52388469171115
88.1,80.52388469171115
88.0,80.52388469171116
87.5,80.52388469171116
88.5,80.52388469171117
88.5,80.52388469171115
88.1,80.52388469171112
88.4,80.52388469171112
88.1,80.52388469171109
88.1,80.52388469171106
89.0,80.52388469171106
89.0,80.52388469171106
92.5,80.52388469171107
93.7,80.52388469171109
93.7,80.5238846917111
93.9,80.52388469171112
94.5,80.52388469171112
93.2,80.52388469171112
94.5,80.52388469171112
94.5,80.52388469171109
94.8,80.52388469171109
95.3,80.52388469171109
95.9,80.52388469171112
96.7,80.52388469171115
96.6,80.52388469171115
98.6,80.52388469171113
98.9,80.52388469171112
98.9,80.5238846917111
99.3,80.52388469171106
99.4,80.52388469171106
98.5,80.52388469171105
98.7,80.52388469171106
98.6,80.5238846917111
98.0,80.52388469171113
99.0,80.52388469171115
100.0,80.52388469171116
100.3,80.52388469171116
100.6,80.52388469171113
99.6,80.52388469171112
100.0,80.52388469171113
99.6,80.5238846917111
102.9,80.5238846917111
102.8,80.5238846917111
103.4,80.52388469171112
102.6,80.52388469171116
103.0,80.52388469171119
105.1,80.52388469171117
104.5,80.52388469171117
104.3,80.52388469171117
105.6,80.52388469171115
106.0,80.52388469171112
105.1,80.52388469171112
53.7,80.5238846917111
53.8,80.52388469171106
53.2,80.52388469171109
52.0,80.52388469171112
53.1,80.52388469171112
53.5,80.52388469171112
55.0,80.52388469171113
55.2,80.52388469171113
